YEAR,LOCATION,AREA,RAINFALL,TEMPERATURE,SOIL_TYPE,IRRIGATION,YEILDS,HUMIDITY,CROPS,PRICE,SEASON,YEAR_GROUP,RAINFALL_GROUPS
2011,Gulbarga,5010,3965.94,162,Laterite,Drip,770,53,Cashew,2134,Rabi,Y2,High
2012,Gulbarga,5268,3863.64,163,Laterite,Drip,395,53.5,Cashew,45186,Rabi,Y2,High
2013,Gulbarga,4228,3863.64,164,Laterite,Drip,187,52.5,Cashew,238542,Rabi,Y2,High
2014,Gulbarga,3788,3863.64,165,Laterite,Drip,187,56,Cashew,1516,Rabi,Y2,High
2015,Gulbarga,3891,3625.6,166,Laterite,Drip,121,57,Cashew,57259,Rabi,Y2,High
2015,Gulbarga,53,3415.5,181,Laterite,Drip,2821,53.5,Coconut,51239,Rabi,Y2,High
2010,Gulbarga,143,3296.26,191,Clay,Drip,1402,58,Coconut,4847,Rabi,Y2,High
2011,Gulbarga,8686,3875.08,192,Clay,Drip,23456,59,Coconut,51239,Rabi,Y2,High
2012,Gulbarga,41884,3875.08,193,Clay,Drip,107809,50,Ginger,216396,Rabi,Y2,High
2013,Gulbarga,118,3875.08,194,Clay,Drip,1132,54,Ginger,2644,Rabi,Y2,High
2014,Madikeri,8837,4102.78,195,Clay,Drip,23960,53,Ginger,44235,Rabi,Y2,High
2015,Madikeri,41598,4102.78,196,Clay,Basin,126487,59.5,Ginger,203317,Rabi,Y2,High
2010,Madikeri,116,3965.94,206,Sandy,Basin,23456,56,Ginger,637,Rabi,Y2,High
2011,Madikeri,7520,3863.64,207,Sandy,Basin,107809,54,Ginger,43311,Rabi,Y2,High
2012,Madikeri,38232,3863.64,208,Loam,Drip,1132,57,Coconut,200000,Rabi,Y2,High
2013,Madikeri,128,3863.64,209,Loam,Drip,23960,57.5,Coconut,4847,Rabi,Y2,High
2014,Madikeri,7276,3625.6,210,Loam,Drip,126487,57,Coconut,51239,Rabi,Y2,High
2015,Madikeri,38062,3625.6,211,Loam,Drip,804,55,Coconut,216396,Rabi,Y2,High
2014,Hassan,3993,3415.5,27,Loam,Drip,117826,57,Coconut,43311,Rabi,Y2,High
2015,Hassan,4013,3415.5,27,Loam,Drip,336,57,Coconut,24848,Rabi,Y2,High
2010,Hassan,6249,3875.08,27,Alluvial,Drip,18951,52.5,Coconut,2644,Rabi,Y2,High
2011,Hassan,6363,3875.08,27.2,Alluvial,Drip,110579,56,Coconut,44235,Rabi,Y2,High
2012,Hassan,26,4102.78,27.2,Alluvial,Drip,221,57,Coconut,203317,Rabi,Y2,High
2013,Hassan,1,4102.78,27.2,Alluvial,Drip,15362,57.5,Coconut,2134,Rabi,Y2,High
2014,Hassan,24,4102.78,27.1,Alluvial,Drip,120373,57,Coconut,45186,Rabi,Y2,High
2015,Hassan,5,3020.82,27.1,Alluvial,Drip,291,55,Coconut,238542,Rabi,Y2,High
2010,Hassan,17,3863.64,38,Alluvial,Drip,42915,51,Coconut,761,Rabi,Y2,High
2011,Hassan,9,3863.64,39,Alluvial,Basin,9230,57,Coconut,45608,Rabi,Y2,High
2012,Hassan,4,3625.6,39,Alluvial,Basin,44313,57,Coconut,234581,Rabi,Y2,High
2013,Hassan,13,3625.6,39,Alluvial,Basin,45820,60,Coconut,646,Rabi,Y2,High
2014,Hassan,6,3625.6,40,Alluvial,Basin,49084,57,Coconut,43562,Rabi,Y2,High
2015,Hassan,23,3905,40,Alluvial,Basin,86311,57,Coconut,200000,Rabi,Y2,High
2012,Hassan,13847,3415.5,27,Alluvial,Basin,19,57,Coconut,234779,Rabi,Y2,High
2013,Hassan,14185,3415.5,27,Alluvial,Basin,32,57.5,Coconut,1493,Rabi,Y2,High
2014,Hassan,14245,3415.5,27,Alluvial,Basin,8,57,Coconut,64409,Rabi,Y2,High
2010,Hassan,501,3193.41,27.2,Red,Basin,58637,51,Coconut,238542,Rabi,Y2,High
2011,Hassan,317,3193.41,27.2,Red,Basin,59777,57,Coconut,1516,Rabi,Y2,High
2012,Hassan,171,3193.41,27.2,Red,Basin,60528,57,Coconut,57259,Rabi,Y2,High
2013,Hassan,124,3296.26,27.1,Red,Basin,61126,60,Coconut,234779,Rabi,Y2,High
2014,Hassan,90,3296.26,27.1,Red,Basin,623687,57,Coconut,1493,Rabi,Y2,High
2015,Hassan,61,3296.26,27.1,Red,Basin,63504,57,Coconut,64409,Rabi,Y2,High
2010,Hassan,1693,3696,39,Red,Spray,1533,56,Coconut,4847,Rabi,Y2,High
2011,Hassan,1668,3696,39,Red,Spray,1647,57,Coconut,51239,Rabi,Y2,High
2012,Hassan,1661,3965.94,40,Red,Spray,975,57.5,Coconut,216396,Rabi,Y2,High
2013,Hassan,1511,3965.94,40,Red,Spray,2,57,Coconut,2644,Rabi,Y2,High
2014,Hassan,1491,3965.94,40,Black,Spray,836,55,Coconut,44235,Rabi,Y2,High
2015,Hassan,1457,3863.64,41,Black,Spray,806,56,Coconut,203317,Rabi,Y2,High
2012,Hassan,143,3625.6,42,Black,Spray,187,59,Coconut,1516,Rabi,Y2,High
2013,Hassan,41,3625.6,42,Black,Spray,187,50,Coconut,57259,Rabi,Y2,High
2014,Hassan,140,3905,43,Black,Spray,121,54,Coconut,234779,Rabi,Y2,High
2015,Hassan,163,3905,27,Black,Spray,103,53,Coconut,1493,Rabi,Y2,High
2010,Hassan,5432,3415.5,27,Black,Spray,4479,55.5,Coconut,200000,Rabi,Y2,High
2011,Hassan,4759,3415.5,27,Black,Spray,3699,58.5,Coconut,4847,Rabi,Y2,High
2012,Hassan,264,3415.5,27,Black,Spray,4904,59.5,Coconut,51239,Rabi,Y2,High
2015,Hassan,5010,3193.41,27,Black,Spray,3647,53.5,Coconut,44235,Rabi,Y2,High
2011,Hassan,1036,3296.26,27.1,Black,Spray,52,57.5,Coconut,238542,Rabi,Y2,High
2012,Hassan,10760,3296.26,27.1,Black,Spray,12,57,Coconut,1516,Rabi,Y2,High
2013,Hassan,42216,3875.08,27.1,Black,Spray,51,55,Coconut,200000,Rabi,Y2,High
2014,Hassan,588,3875.08,26.8,Black,Spray,61,56,Coconut,4847,Rabi,Y2,High
2015,Hassan,10437,3875.08,26.8,Black,Spray,67,54,Coconut,51239,Rabi,Y2,High
2010,Hassan,41884,4102.78,38,Alluvial,Drip,841,57,Cocoa,234779,Rabi,Y2,High
2011,Hassan,118,4102.78,38,Alluvial,Drip,3550,60,Cocoa,1493,Rabi,Y2,High
2012,Hassan,8837,4102.78,39,Alluvial,Drip,109,57,Coffee,64409,Rabi,Y2,High
2013,Hassan,41598,3020.82,39,Alluvial,Drip,3368,57,Coffee,249978,Rabi,Y2,High
2014,Hassan,130,3020.82,39,Alluvial,Drip,3671,54,Coffee,637,Rabi,Y2,High
2015,Hassan,8839,3020.82,40,Alluvial,Drip,2404,54.5,Coffee,43311,Rabi,Y2,High
2012,Mangalore,8357,3965.94,42,Alluvial,Drip,1871,53,Coffee,43562,Rabi,Y2,High
2013,Mangalore,38948,3863.64,42,Alluvial,Drip,1868,53.5,Coffee,200000,Rabi,Y2,High
2014,Mangalore,116,3863.64,27,Alluvial,Drip,127919,52.5,Coffee,4847,Rabi,Y2,High
2015,Mangalore,7520,3863.64,27,Alluvial,Drip,75340,56,Coffee,51239,Rabi,Y2,High
2013,Kodagu,4153,3193.41,26.8,Black,Drip,3368,54.5,Pepper,43562,Rabi,Y2,High
2014,Kodagu,4191,3193.41,26.8,Black,Drip,3671,56.6,Pepper,200000,Rabi,Y2,High
2015,Kodagu,4289,3193.41,37,Black,Drip,2404,55.5,Pepper,4847,Rabi,Y2,High
2010,Kodagu,24,3296.26,40,Black,Basin,29170,57,Arecanut,200000,Rabi,Y2,High
2011,Kodagu,5,3296.26,40,Black,Basin,1901,55,Arecanut,4847,Rabi,Y2,High
2012,Kodagu,13,3296.26,41,Black,Basin,972,56,Arecanut,51239,Rabi,Y2,High
2013,Kodagu,4,3875.08,41,Black,Basin,874,54,Arecanut,216396,Rabi,Y2,High
2014,Kodagu,32,3875.08,41,Black,Basin,592,58,Arecanut,2644,Rabi,Y2,High
2015,Kodagu,5,3875.08,42,Black,Basin,864,58,Arecanut,44235,Rabi,Y2,High
2013,Mysuru,3,3020.82,43,Black,Basin,5518,53,Arecanut,238542,Rabi,Y2,High
2014,Mysuru,7,3020.82,27,Black,Basin,4912,52,Arecanut,1516,Rabi,Y2,High
2015,Mysuru,17,3020.82,27,Black,Basin,3830,51,Arecanut,57259,Rabi,Y2,High
2010,Mysuru,11598,3625.6,27,Loam,Basin,3671,58.5,Ginger,234581,Rabi,Y2,High
2011,Mysuru,11716,3625.6,27,Loam,Basin,2404,59.5,Ginger,646,Rabi,Y2,High
2012,Mysuru,12049,3625.6,27,Loam,Basin,2805,55,Ginger,43562,Rabi,Y2,High
2013,Mysuru,12130,3905,27,Loam,Basin,2331,53,Ginger,200000,Rabi,Y2,High
2014,Mysuru,12157,3905,27.2,Loam,Basin,2088,53.5,Ginger,4847,Rabi,Y2,High
2015,Mysuru,12243,3905,27.2,Loam,Basin,2628,52.5,Ginger,51239,Rabi,Y2,High
2015,Mysuru,1051,3415.5,37,Loam,Spray,592,59,Tea,234779,Rabi,Y2,High
2010,Mysuru,61,3296.26,41,Light sandy,Spray,1533,57,Paddy,646,Rabi,Y2,High
2011,Mysuru,43,3875.08,41,Light sandy,Spray,1647,54,Paddy,43562,Zaid,Y2,High
2012,Mysuru,2177,3875.08,41,Light sandy,Spray,975,54.5,Paddy,200000,Zaid,Y2,High
2013,Mysuru,1872,3875.08,42,Light sandy,Spray,2,56.6,Paddy,4847,Zaid,Y2,High
2014,Mysuru,1772,3193.41,42,Light sandy,Spray,836,55.5,Paddy,51239,Zaid,Y2,High
2015,Mysuru,1618,3193.41,42,Light sandy,Spray,806,58.5,Paddy,216396,Zaid,Y2,High
2013,Mysuru,1693,3875.08,27,Light sandy,Spray,121,56,Paddy,238542,Zaid,Y2,High
2014,Mysuru,1668,3875.08,27,Light sandy,Spray,103,57,Paddy,1516,Zaid,Y2,High
2015,Mysuru,1661,4102.78,27.2,Light sandy,Spray,71,57.5,Paddy,200000,Zaid,Y2,High
2010,Kasaragodu,163,3965.94,27.2,Light sandy,Spray,4479,53,Groundnut,1516,Zaid,Y2,High
2011,Kasaragodu,167,3193.41,27.2,Light sandy,Spray,3699,52,Groundnut,57259,Zaid,Y2,High
2012,Kasaragodu,197,3193.41,27.1,Light sandy,Spray,4904,51,Groundnut,234779,Zaid,Y2,High
2013,Kasaragodu,100,3193.41,27.1,Light sandy,Spray,2821,57,Groundnut,1493,Zaid,Y2,High
2014,Kasaragodu,67,3296.26,27.1,Light sandy,Spray,3472,57,Groundnut,64409,Zaid,Y2,High
2015,Kasaragodu,60,3296.26,26.8,Light sandy,Spray,3647,60,Groundnut,249978,Zaid,Y2,High
2013,Kasaragodu,264,3020.82,38,Heavy clay,Drip,1647,59.5,Blackgram,43562,Zaid,Y2,High
2014,Kasaragodu,5241,3020.82,39,Heavy clay,Drip,975,55,Blackgram,200000,Zaid,Y2,High
2015,Kasaragodu,5434,3020.82,39,Heavy clay,Drip,2,53,Blackgram,4847,Zaid,Y2,High
2010,Raichur,756,3625.6,42,Heavy clay,Drip,71,57,Cashew,57259,Zaid,Y2,High
2011,Raichur,280,3905,43,Heavy clay,Drip,3961,57.5,Cashew,234779,Zaid,Y2,High
2012,Raichur,23,3905,43,Heavy clay,Drip,4247,57,Cashew,1493,Zaid,Y2,High
2013,Raichur,9,3905,128,Heavy clay,Drip,3290,55,Cashew,64409,Zaid,Y2,High
2014,Raichur,8,4019.4,129,Heavy clay,Drip,3138,56,Cashew,249978,Zaid,Y2,High
2015,Raichur,5,4019.4,130,Heavy clay,Drip,3423,54,Cashew,637,Zaid,Y2,High
2014,Raichur,41455,3415.5,138,Heavy clay,Drip,2821,55,Coconut,200000,Zaid,Y2,High
2015,Raichur,379,3415.5,139,Heavy clay,Drip,3472,53,Coconut,4847,Zaid,Y2,High
2010,Raichur,8837,3625.6,149,Loam,Drip,23456,58,Coconut,200000,Zaid,Y2,High
2011,Raichur,41598,3905,150,Loam,Drip,107809,58,Coconut,4847,Zaid,Y2,High
2012,Raichur,130,3905,151,Loam,Drip,1132,59,Coconut,51239,Zaid,Y2,High
2013,Raichur,8839,3905,152,Loam,Drip,23960,50,Ginger,216396,Zaid,Y2,High
2014,Raichur,41596,4019.4,153,Loam,Drip,126487,54,Ginger,2644,Zaid,Y2,High
2015,Gulbarga,115,4019.4,154,Loam,Drip,804,53,Ginger,44235,Zaid,Y2,High
2010,Chikmangaluru,118,3193.41,39,Laterite,Drip,2089,53,Cocoa,45186,Zaid,Y2,High
2011,Hassan,8837,3193.41,40,Laterite,Drip,2810,52,Cocoa,238542,Zaid,Y2,High
2012,Hassan,41598,3296.26,40,Laterite,Drip,841,51,Cocoa,1516,Zaid,Y2,High
2013,Hassan,130,3296.26,40,Laterite,Drip,3550,57,Cocoa,57259,Zaid,Y2,High
2014,Hassan,8839,3296.26,41,Laterite,Drip,109,57,Cocoa,234779,Zaid,Y2,High
2015,Hassan,41596,3875.08,41,Laterite,Drip,3368,60,Cocoa,1493,Zaid,Y2,High
2010,Hassan,128,3696,27,Alluvial,Drip,127919,53,Coffee,43562,Zaid,Y2,High
2011,Hassan,7276,3696,27,Alluvial,Drip,75340,53.5,Coffee,200000,Zaid,Y2,High
2012,Hassan,38062,3965.94,27,Alluvial,Drip,29170,52.5,Coffee,4847,Zaid,Y2,High
2013,Hassan,84,3965.94,27,Alluvial,Drip,1901,56,Coffee,51239,Zaid,Y2,High
2014,Hassan,6674,3965.94,27.2,Alluvial,Drip,972,57,Coffee,216396,Zaid,Y2,High
2015,Hassan,36096,3863.64,27.2,Alluvial,Drip,874,57.5,Coffee,2644,Zaid,Y2,High
2010,Hassan,3950,4019.4,27.2,Alluvial,Drip,9,53,Cardamum,64409,Zaid,Y2,High
2011,Hassan,3993,4019.4,27.1,Alluvial,Drip,12,52,Cardamum,249978,Zaid,Y2,High
2015,Hassan,4191,3193.41,26.8,Alluvial,Drip,3550,60,Cardamum,761,Zaid,Y2,High
2010,Hassan,1,4102.78,38,Red,Basin,1871,53,Pepper,44235,Kharif,Y2,High
2011,Hassan,24,4102.78,38,Red,Basin,1868,53.5,Pepper,203317,Kharif,Y2,High
2012,Hassan,5,3020.82,39,Red,Basin,127919,52.5,Pepper,2134,Kharif,Y2,High
2013,Hassan,13,3020.82,39,Red,Basin,75340,56,Pepper,45186,Kharif,Y2,High
2014,Hassan,4,3020.82,39,Red,Basin,29170,57,Pepper,238542,Kharif,Y2,High
2015,Hassan,32,3696,40,Red,Basin,1901,57.5,Pepper,1516,Kharif,Y2,High
2010,Hassan,13,3625.6,27,Red,Basin,3830,53,Arecanut,238542,Kharif,Y2,High
2011,Hassan,6,3625.6,27,Red,Basin,4,52,Arecanut,1516,Kharif,Y2,High
2012,Hassan,23,3905,27,Red,Basin,9,51,Arecanut,57259,Kharif,Y2,High
2013,Hassan,1,3905,27,Red,Basin,12,57,Arecanut,234779,Kharif,Y2,High
2014,Hassan,11126,3905,27.2,Red,Basin,2089,57,Arecanut,1493,Kharif,Y2,High
2015,Hassan,11343,4019.4,27.2,Red,Basin,2810,60,Arecanut,64409,Kharif,Y2,High
2017,Mangalore,24,3415.5,27.2,Loam,Drip,2805,55,Coffee,646,Rabi,Y3,High
2018,Mangalore,5,3415.5,27.2,Loam,Drip,2331,53,Coffee,43562,Rabi,Y3,High
2016,Mangalore,13,3193.41,39,Clay loam,Drip,864,50,Cardamum,234779,Rabi,Y3,High
2017,Mangalore,6,3193.41,39,Clay loam,Drip,5373,54,Cardamum,1493,Rabi,Y3,High
2018,Mangalore,23,3193.41,39,Clay loam,Drip,6589,53,Cardamum,64409,Rabi,Y3,High
2016,Mangalore,14185,3696,27,Laterite,Drip,3368,59.5,Pepper,216396,Rabi,Y3,High
2017,Mangalore,14245,3696,27,Laterite,Basin,3671,55,Pepper,2644,Rabi,Y3,High
2018,Mangalore,14395,3696,27,Laterite,Basin,2404,53,Pepper,44235,Rabi,Y3,High
2016,Kodagu,124,4019.4,27.2,Laterite,Basin,874,50,Arecanut,2134,Rabi,Y3,High
2017,Kodagu,90,4019.4,27.2,Laterite,Basin,592,54,Arecanut,45186,Rabi,Y3,High
2018,Kodagu,61,4019.4,27.1,Laterite,Basin,864,53,Arecanut,238542,Rabi,Y3,High
2016,Mysuru,1511,3193.41,39,Laterite,Basin,109,55,Ginger,43562,Rabi,Y3,High
2017,Mysuru,1491,3296.26,40,Laterite,Basin,3368,53,Ginger,200000,Rabi,Y3,High
2018,Mysuru,1457,3296.26,40,Laterite,Basin,3671,53.5,Ginger,4847,Rabi,Y3,High
2016,Mysuru,41,3193.41,42,Laterite,Basin,2628,57,Tea,203317,Rabi,Y3,High
2017,Mysuru,140,3193.41,42,Sandy loam ,Basin,1939,55,Tea,2134,Rabi,Y3,High
2018,Mysuru,163,3193.41,42,Sandy loam ,Basin,1871,56,Tea,45186,Rabi,Y3,High
2019,Mysuru,167,3296.26,43,Sandy loam ,Basin,1868,54,Tea,238542,Rabi,Y3,High
2016,Kasaragodu,5241,3696,27,Sandy loam ,Spray,4912,57,Paddy,646,Rabi,Y3,High
2017,Kasaragodu,5434,3696,27,Sandy loam ,Spray,3830,54,Paddy,43562,Rabi,Y3,High
2018,Kasaragodu,5010,3965.94,27,Sandy loam ,Spray,313547,54.5,Paddy,200000,Rabi,Y3,High
2016,Kasaragodu,2858,3296.26,27.1,Sandy loam ,Spray,836,53,Paddy,203317,Rabi,Y3,High
2017,Kasaragodu,2956,3296.26,26.8,Sandy loam ,Spray,806,53.5,Paddy,2134,Rabi,Y3,High
2018,Kasaragodu,1113,3875.08,26.8,Sandy loam ,Spray,880,52.5,Paddy,45186,Rabi,Y3,High
2016,Kasaragodu,34,4102.78,40,Sandy loam ,Spray,3899,53,Groundnut,1516,Rabi,Y3,High
2017,Kasaragodu,41455,4102.78,41,Sandy loam ,Spray,4015,52,Groundnut,57259,Rabi,Y3,High
2018,Raichur,379,4102.78,41,Sandy loam ,Spray,4279,51,Groundnut,234779,Rabi,Y3,High
2016,Raichur,8686,3965.94,128,Sandy loam ,Spray,3647,54.5,Blackgram,761,Rabi,Y3,High
2017,Raichur,41884,3965.94,129,Sandy loam ,Spray,393,56.6,Blackgram,45608,Rabi,Y3,High
2018,Raichur,118,3965.94,130,Sandy loam ,Drip,167,55.5,Blackgram,234581,Rabi,Y3,High
2016,Gulbarga,77,3415.5,27.2,Black,Drip,3290,58,Cashew,24848,Rabi,Y3,High
2016,Gulbarga,4289,3020.82,26.8,Red,Drip,71,56,Coconut,238542,Rabi,Y3,High
2017,Gulbarga,4434,3020.82,26.8,Red,Drip,52,54,Coconut,1516,Rabi,Y3,High
2018,Gulbarga,4750,3020.82,26.8,Red,Drip,2570,58,Coconut,200000,Rabi,Y3,High
2016,Gulbarga,6249,3965.94,38,Red,Drip,23456,54,Ginger,2644,Rabi,Y3,High
2017,Gulbarga,6363,3965.94,38,Red,Drip,107809,53,Ginger,44235,Rabi,Y3,High
2018,Gulbarga,26,3965.94,38,Red,Basin,1132,59.5,Ginger,203317,Rabi,Y3,High
2018,Madikeri,1,3415.5,27,Alluvial,Drip,124492,58,Coconut,2134,Rabi,Y3,High
2016,Madikeri,11598,3193.41,27.2,Alluvial,Drip,338,53,Coconut,57259,Rabi,Y3,High
2017,Madikeri,11716,3193.41,27,Alluvial,Drip,22966,52,Coconut,234779,Rabi,Y3,High
2018,Madikeri,12049,3193.41,27,Alluvial,Drip,131763,51,Coconut,1493,Rabi,Y3,High
2016,Madikeri,1051,3696,26.8,Arid and Desert,Drip,382,53,Coconut,51239,Rabi,Y3,High
2017,Madikeri,4,3696,37,Arid and Desert,Drip,19578,53.5,Coconut,216396,Rabi,Y3,High
2016,Madikeri,909,3696,37,Arid and Desert,Drip,121037,52.5,Coconut,2644,Rabi,Y3,High
2017,Madikeri,743,3965.94,37,Arid and Desert,Drip,231,56,Coconut,44235,Rabi,Y3,High
2018,Madikeri,663,3965.94,38,Arid and Desert,Drip,18951,57,Coconut,203317,Rabi,Y3,High
2016,Chikmangaluru,124,3863.64,39,Arid and Desert,Drip,120373,56,Coconut,1516,Rabi,Y3,High
2017,Chikmangaluru,90,3625.6,39,Arid and Desert,Drip,291,54,Coconut,57259,Rabi,Y3,High
2018,Chikmangaluru,61,3625.6,40,Arid and Desert,Drip,17231,58,Coconut,234779,Rabi,Y3,High
2017,Chikmangaluru,1511,3415.5,27,Black,Basin,86311,54.5,Coconut,51239,Rabi,Y3,High
2016,Chikmangaluru,1491,3415.5,27,Black,Basin,57642,56.6,Coconut,216396,Rabi,Y3,High
2017,Chikmangaluru,1457,3415.5,27.2,Black,Basin,58405,55.5,Coconut,2644,Rabi,Y3,High
2016,Chikmangaluru,163,3415.5,27,Black,Basin,54,56,Coconut,57259,Rabi,Y3,High
2016,Chikmangaluru,5434,4102.78,38,Red,Basin,3,57,Coconut,1516,Rabi,Y3,High
2017,Chikmangaluru,5010,3020.82,38,Red,Basin,58637,57,Coconut,57259,Rabi,Y3,High
2017,Chikmangaluru,5268,3020.82,39,Red,Basin,59777,60,Coconut,234779,Rabi,Y3,High
2016,Chikmangaluru,4228,3020.82,39,Red,Basin,60528,57,Coconut,1493,Rabi,Y3,High
2017,Chikmangaluru,3788,3696,39,Red,Basin,61126,57,Coconut,64409,Rabi,Y3,High
2018,Chikmangaluru,3891,3696,40,Red,Basin,623687,54,Coconut,249978,Rabi,Y3,High
2016,Chikmangaluru,1113,3965.94,41,Red,Basin,118416,58.5,Coconut,761,Rabi,Y3,High
2017,Chikmangaluru,1036,3863.64,41,Red,Basin,130132,59.5,Coconut,45608,Rabi,Y3,High
2018,Chikmangaluru,10760,3863.64,42,Red,Basin,154889,55,Coconut,234581,Rabi,Y3,High
2016,Gulbarga,90,4102.78,41,Loam,Spray,975,55.5,Paddy,51239,Rabi,Y3,High
2017,Gulbarga,61,4102.78,42,Loam,Spray,2,58.5,Paddy,216396,Rabi,Y3,High
2018,Gulbarga,43,3020.82,42,Loam,Spray,836,59.5,Paddy,2644,Rabi,Y3,High
2016,Gulbarga,1511,3296.26,137,Laterite,Spray,3138,58,Groundnut,203317,Rabi,Y3,High
2017,Gulbarga,1491,3875.08,138,Laterite,Spray,3423,59,Groundnut,2134,Rabi,Y3,High
2018,Gulbarga,1457,3875.08,139,Laterite,Spray,3899,50,Groundnut,45186,Rabi,Y3,High
2016,Gulbarga,14,4102.78,152,Laterite,Drip,52,55.5,Blackgram,234581,Rabi,Y3,High
2017,Gulbarga,30,4102.78,153,Laterite,Drip,313547,58.5,Blackgram,646,Rabi,Y3,High
2018,Gulbarga,29,3020.82,154,Laterite,Drip,2783,59.5,Blackgram,43562,Rabi,Y3,High
2016,Gulbarga,3029,3625.6,167,Laterite,Drip,103,57.5,Cashew,234779,Rabi,Y3,High
2017,Gulbarga,2858,3625.6,168,Laterite,Drip,71,57,Cashew,1493,Rabi,Y3,High
2018,Gulbarga,2956,3905,169,Laterite,Drip,3961,55,Cashew,64409,Rabi,Y3,High
2016,Gulbarga,45,3415.5,182,Laterite,Drip,3472,52.5,Coconut,216396,Rabi,Y3,High
2017,Gulbarga,34,3415.5,183,Laterite,Drip,3647,56,Coconut,2644,Rabi,Y3,High
2016,Madikeri,130,4102.78,197,Sandy,Basin,804,55,Ginger,2134,Rabi,Y3,High
2017,Madikeri,8839,3020.82,198,Sandy,Basin,30362,53,Ginger,45186,Rabi,Y3,High
2018,Madikeri,41596,3020.82,199,Sandy,Basin,124492,53.5,Ginger,238542,Rabi,Y3,High
2016,Madikeri,84,3625.6,212,Loam,Drip,30362,56,Coconut,2644,Rabi,Y3,High
2017,Madikeri,6674,3905,213,Loam,Drip,124492,54,Coconut,44235,Rabi,Y3,High
2018,Madikeri,36096,3905,214,Loam,Drip,792,58,Coconut,203317,Rabi,Y3,High
2016,Hassan,4065,3415.5,27,Loam,Drip,22594,54,Coconut,761,Rabi,Y3,High
2018,Hassan,4191,3193.41,27.2,Loam,Drip,316,56.6,Coconut,234581,Rabi,Y3,High
2016,Hassan,13,3020.82,27.1,Alluvial,Drip,17231,56,Coconut,1516,Rabi,Y3,High
2017,Hassan,4,3020.82,26.8,Alluvial,Drip,119359,54,Coconut,57259,Rabi,Y3,High
2018,Hassan,32,3696,26.8,Alluvial,Drip,283,58,Coconut,234779,Rabi,Y3,High
2016,Hassan,1,3905,40,Alluvial,Basin,57642,54,Coconut,4847,Rabi,Y3,High
2017,Hassan,11126,3905,41,Alluvial,Basin,58405,54.5,Coconut,51239,Rabi,Y3,High
2018,Hassan,11343,4019.4,41,Alluvial,Basin,60751,56.6,Coconut,216396,Rabi,Y3,High
2018,Hassan,2088,4019.4,27.2,Red,Basin,44,58,Coconut,51239,Rabi,Y3,High
2016,Hassan,43,3875.08,26.8,Red,Basin,63931,54,Coconut,249978,Rabi,Y3,High
2017,Hassan,2177,3875.08,26.8,Red,Basin,73730,54.5,Coconut,637,Rabi,Y3,High
2018,Hassan,1872,3875.08,26.8,Red,Basin,118416,56.6,Coconut,43311,Rabi,Y3,High
2019,Hassan,1772,4102.78,37,Red,Basin,130132,55.5,Coconut,24848,Rabi,Y3,High
2016,Hassan,1189,3863.64,41,Black,Spray,880,54,Coconut,2134,Rabi,Y3,High
2017,Hassan,460,3863.64,41,Black,Spray,770,58,Coconut,45186,Rabi,Y3,High
2018,Hassan,329,3625.6,42,Black,Spray,395,58,Coconut,238542,Rabi,Y3,High
2016,Hassan,167,3905,27,Black,Spray,71,52,Coconut,64409,Rabi,Y3,High
2017,Hassan,197,4019.4,27,Black,Spray,3961,51,Coconut,249978,Rabi,Y3,High
2018,Hassan,100,4019.4,27,Black,Spray,4247,57,Coconut,637,Rabi,Y3,High
2019,Hassan,67,4019.4,27,Black,Spray,3290,57,Coconut,43311,Rabi,Y3,High
2016,Hassan,5268,3193.41,27.2,Black,Spray,393,52.5,Coconut,203317,Rabi,Y3,High
2017,Hassan,4228,3193.41,27.2,Black,Spray,167,56,Coconut,2134,Rabi,Y3,High
2018,Hassan,3788,3296.26,27.2,Black,Spray,71,57,Coconut,45186,Rabi,Y3,High
2016,Hassan,41455,3193.41,27.1,Black,Spray,62,58,Coconut,216396,Rabi,Y3,High
2017,Hassan,379,3193.41,27.1,Black,Spray,32,58,Coconut,2644,Rabi,Y3,High
2018,Hassan,9591,3193.41,26.8,Alluvial,Spray,22,59,Coconut,44235,Rabi,Y3,High
2016,Hassan,41596,3696,40,Alluvial,Drip,2805,56.6,Coffee,24848,Rabi,Y3,High
2017,Mangalore,115,3696,40,Alluvial,Drip,2331,55.5,Coffee,761,Rabi,Y3,High
2018,Mangalore,8510,3696,41,Alluvial,Drip,2088,58.5,Coffee,45608,Rabi,Y3,High
2016,Mangalore,38232,3625.6,27,Alluvial,Drip,29170,57,Coffee,216396,Rabi,Y3,High
2017,Mangalore,128,3625.6,27,Alluvial,Drip,1901,57.5,Coffee,2644,Rabi,Y3,High
2018,Mangalore,7276,3625.6,27,Alluvial,Drip,972,57,Cardamum,44235,Rabi,Y3,High
2016,Kodagu,3250,3415.5,27.2,Black,Drip,2089,57,Cardamum,24848,Rabi,Y3,High
2017,Kodagu,3950,3415.5,27.1,Black,Drip,2810,60,Cardamum,761,Rabi,Y3,High
2018,Kodagu,3993,3415.5,27.1,Black,Drip,841,57,Pepper,45608,Rabi,Y3,High
2016,Kodagu,4434,3296.26,37,Black,Drip,2805,58.5,Pepper,51239,Rabi,Y3,High
2017,Kodagu,4750,3296.26,37,Black,Drip,2331,59.5,Pepper,216396,Rabi,Y3,High
2018,Kodagu,5693,3296.26,38,Black,Basin,2088,55,Pepper,2644,Rabi,Y3,High
